Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,138.9499969482422,142.25999450683594,136.4199981689453,137.17999267578125,137.17999267578125,2148500
2021-01-05,137.5500030517578,140.33999633789062,137.2899932861328,140.19000244140625,140.19000244140625,1894000
2021-01-06,141.82000732421875,146.89999389648438,140.1999969482422,142.8800048828125,142.8800048828125,2908600
2021-01-07,144.72999572753906,149.36000061035156,144.6300048828125,148.6999969482422,148.6999969482422,3302300
2021-01-08,151.6699981689453,152.85000610351562,146.36000061035156,147.39999389648438,147.39999389648438,2598800
2021-01-11,145.0399932861328,148.47999572753906,144.6699981689453,147.80999755859375,147.80999755859375,2871100
2021-01-12,147.57000732421875,150.41000366210938,145.44000244140625,149.32000732421875,149.32000732421875,2833400
2021-01-13,149.7899932861328,151.55999755859375,148.77000427246094,150.6999969482422,150.6999969482422,1383200
2021-01-14,151.6300048828125,154.27000427246094,151.38999938964844,153.27999877929688,153.27999877929688,1534000
2021-01-15,152.33999633789062,152.60000610351562,148.3699951171875,148.55999755859375,148.55999755859375,1560500
2021-01-19,150.69000244140625,153.75999450683594,149.64999389648438,153.25,153.25,1245300
2021-01-20,154.47999572753906,155.36000061035156,152.0,152.3800048828125,152.3800048828125,1314100
2021-01-21,153.00999450683594,153.60000610351562,150.55999755859375,152.32000732421875,152.32000732421875,1125400
2021-01-22,151.3000030517578,152.1699981689453,149.8300018310547,150.1300048828125,150.1300048828125,984100
2021-01-25,150.77000427246094,151.67999267578125,146.8300018310547,149.17999267578125,149.17999267578125,1382900
2021-01-26,149.17999267578125,149.17999267578125,144.5399932861328,144.97999572753906,144.97999572753906,1700500
