Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,169.63999938964844,169.8699951171875,162.17999267578125,164.0500030517578,164.0500030517578,473600
2021-01-05,164.17999267578125,167.02999877929688,164.02999877929688,165.55999755859375,165.55999755859375,392100
2021-01-06,163.22000122070312,171.4600067138672,163.22000122070312,170.97999572753906,170.97999572753906,463200
2021-01-07,171.64999389648438,171.64999389648438,168.60000610351562,169.74000549316406,169.74000549316406,471000
2021-01-08,170.9600067138672,172.89999389648438,167.02999877929688,169.08999633789062,169.08999633789062,404100
2021-01-11,167.75999450683594,171.11000061035156,167.75999450683594,169.1999969482422,169.1999969482422,262100
2021-01-12,169.8000030517578,173.32000732421875,169.1199951171875,172.2100067138672,172.2100067138672,271200
2021-01-13,171.58999633789062,173.0,170.25999450683594,171.3000030517578,171.3000030517578,223600
2021-01-14,172.61000061035156,175.35000610351562,171.67999267578125,172.02000427246094,172.02000427246094,377100
2021-01-15,171.25,172.5800018310547,168.1199951171875,171.47000122070312,171.47000122070312,297100
2021-01-19,173.16000366210938,173.75,170.30999755859375,170.57000732421875,170.57000732421875,310000
2021-01-20,170.24000549316406,170.83999633789062,168.27000427246094,168.4600067138672,168.4600067138672,280900
2021-01-21,167.85000610351562,170.1699981689453,166.72999572753906,166.88999938964844,166.88999938964844,295800
2021-01-22,166.57000732421875,168.57000732421875,164.47999572753906,167.63999938964844,167.63999938964844,312000
2021-01-25,167.08999633789062,169.1699981689453,165.47999572753906,166.50999450683594,166.50999450683594,280800
2021-01-26,168.64999389648438,169.69000244140625,160.8000030517578,160.8800048828125,160.8800048828125,466400
